"UHAWAII_ID"	"PSMSL_ID"	"Site"	"Basin"	"Lat"	"Lon"	"Region"	"GPD_Record_Start"	"GPD_Record_End"	"Annual_Trend"	"Trend_Start"	"Trend_End"	"Lambda"	"Q99"	"Shape50"	"Shape5"	"Shape95"	"Scale50"	"Scale5"	"Scale95"	"Vshape"	"Vscale"	"Vscaleshape"
"363a"	"36300000"	"Nishinoomote"	"pacific"	30.75	131.07	"Japan"	1965	2015	2.50900360144057	1965	2015	1.49025607988404	0.497147284284918	-0.031294562407153	-0.2485836106587	0.185994485844394	0.079449446141116	0.0546264634661174	0.104272428816115	0.0122907813655885	0.00016040272657978	-0.00100773596909236
"349a"	"34900000"	"Toyama"	"pacific"	36.77	137.23	"Japan"	1967	2016	2.89642857142856	1967	2016	1.85994907736955	0.319817508544793	0.0176164402665624	-0.198265092349862	0.233497972882987	0.0492111956379246	0.0346389022156528	0.0637834890601964	0.012132067087054	5.52789306085589e-05	-0.000586830503050706
"019a"	"01900000"	"Noumea"	"pacific"	-22.32	166.42	"France"	1967	2016	1.02857142857143	1967	2016	1.61995564803154	0.316676040629973	-0.195386663707045	-0.392790102474759	0.00201677506066911	0.0539986462276938	0.0383112990534071	0.0696859934019805	0.0101440935478458	6.4062345284267e-05	-0.000652283022227967
"560c"	"56000000"	"Seward-C,AK"	"pacific"	60.15	-149.52	"USA"	1967	2016	-2.61502826416654	1967	2016	1.81995017247988	0.922021464553226	-0.124687391233532	-0.346916833096111	0.0975420506290471	0.148834710932809	0.103955933499722	0.193713488365896	0.0128560339016285	0.00052430723792703	-0.00209174889755962
"360a"	"36000000"	"Wakkanai"	"pacific"	45.4	141.68	"Japan"	1967	2016	2.72792316926771	1967	2016	2.8399222471664	0.307948290485498	0.154869203317205	-0.0413394445771458	0.351077851211557	0.051871538808693	0.0386695754135367	0.0650735022038494	0.0100216702314079	4.53712627474046e-05	-0.000454032631649207
"592a"	"59200000"	"South Beach,OR"	"pacific"	44.7	-124.13	"USA"	1967	2016	2.22477791116446	1967	2016	1.73995236270054	0.714592812090377	-0.170396942521036	-0.353358296413307	0.0125644113712344	0.14752244515468	0.106766184141488	0.188278706167872	0.00871410018448253	0.000432406772871588	-0.00152512609732774
"356a"	"35600000"	"Maisaka"	"pacific"	34.68	137.62	"Japan"	1968	2016	-1.61862530612247	1968	2016	1.91828695943681	0.347657051625233	0.224917888089021	-0.0636339732267028	0.513469749404745	0.0972699967257766	0.0632951967835662	0.131244796667987	0.0216746242912279	0.000300481427757345	-0.00182270159886931
"347a"	"34700000"	"Abashiri"	"pacific"	44.02	144.28	"Japan"	1968	2016	2.02885536823427	1968	2016	2.0407308079115	0.42724972996216	-0.148729225743111	-0.311028056331421	0.0135696048451989	0.0863574344223912	0.0645355965276782	0.108179272317104	0.00685700710064448	0.000123961398866978	-0.000701349124628423
"365a"	"36500000"	"Ishigaki"	"pacific"	24.33	124.15	"Japan"	1969	2016	2.30905340859748	1969	2016	1.47916666666667	0.497102005681845	-0.119990272323136	-0.369884034146925	0.129903489500653	0.120514374866624	0.0795177516137156	0.161510998119532	0.0162560358221309	0.00043752209683643	-0.00213794458877743
"575a"	"57500000"	"Charleston,OR"	"pacific"	43.45	-124.37	"USA"	1970	2016	0.954646116821773	1970	2016	1.46806372691792	0.657981329120579	-0.236464775110316	-0.422654883494648	-0.0502746667259851	0.143292090818425	0.100978402054994	0.185605779581856	0.0090243727912473	0.000466085500415435	-0.00166808944370311
"016a"	"01600000"	"Rikitea"	"pacific"	-23.2	-134.98	"French Polynesia"	1969	2015	1.68088075329898	1969	2015	1.70220202726319	0.237207084564617	-0.468594825664792	-0.75508254638173	-0.182107104947854	0.0433004359868223	0.0283592204241036	0.058241651549541	0.0213656368459407	5.81133191612059e-05	-0.0010613572674011
"007b"	"00700000"	"Malakal-B"	"pacific"	7.45	134.58	"Republic of Belau"	1969	2015	2.60764163372858	1969	2015	1.36176162181056	0.398977069205353	-0.544316472213139	-0.82943886338429	-0.259194081041988	0.0826912977140662	0.0536244604033528	0.11175813502478	0.0211624754401155	0.00021993754734427	-0.00207551053493524
"022c"	"02200000"	"Easter-C"	"pacific"	-27.2	-109.5	"Chile"	1970	2016	0.111416903725169	1970	2016	2.21273373332557	0.276040719948319	0.112362363988451	-0.110845594821521	0.335570322798422	0.0864153554497588	0.0610393901369049	0.111791320762613	0.0129694980999722	0.000167628925784712	-0.00101652553127081
